wind(m/s),    lat,     lon
  -99.00,   30.29,  272.23
  -99.00,   30.29,  272.27
  -99.00,   30.29,  272.31
  -99.00,   30.30,  272.35
  -99.00,   30.30,  272.39
  -99.00,   30.30,  272.44
  -99.00,   30.30,  272.48
  -99.00,   30.30,  272.52
  -99.00,   30.30,  272.56
  -99.00,   30.30,  272.60
   10.05,   30.30,  272.64
   10.50,   30.30,  272.69
   11.19,   30.30,  272.73
   11.90,   30.30,  272.77
   12.43,   30.30,  272.81
   12.57,   30.30,  272.85
   12.61,   30.30,  272.89
   12.56,   30.30,  272.94
   12.37,   30.30,  272.98
   12.13,   30.31,  273.02
   12.18,   30.31,  273.06
   12.23,   30.31,  273.10
   12.23,   30.31,  273.14
   12.24,   30.31,  273.19
   12.30,   30.31,  273.23
   12.38,   30.31,  273.27
   12.53,   30.31,  273.31
   12.83,   30.31,  273.35
   13.28,   30.31,  273.39
   13.67,   30.31,  273.44
   13.89,   30.31,  273.48
   14.04,   30.31,  273.52
   14.11,   30.31,  273.56
   14.14,   30.31,  273.60
   13.93,   30.31,  273.65
   13.49,   30.31,  273.69
   13.55,   30.31,  273.73
   13.58,   30.31,  273.77
   12.59,   30.31,  273.81
   13.06,   30.31,  273.85
   13.20,   30.31,  273.90
   11.25,   30.31,  273.94
    9.73,   30.31,  273.98
    9.72,   30.31,  274.02
    9.76,   30.31,  274.06
    9.85,   30.31,  274.10
    9.90,   30.31,  274.15
    9.98,   30.31,  274.19
   10.46,   30.31,  274.23
   11.44,   30.31,  274.27
   12.55,   30.31,  274.31
   12.28,   30.31,  274.35
   11.28,   30.31,  274.40
   13.31,   30.31,  274.44
   14.68,   30.31,  274.48
   14.60,   30.31,  274.52
   13.88,   30.31,  274.56
   11.53,   30.31,  274.61
   11.78,   30.31,  274.65
   12.30,   30.31,  274.69
   13.17,   30.31,  274.73
   13.32,   30.31,  274.77
   11.82,   30.31,  274.81
   11.89,   30.31,  274.86
   11.78,   30.31,  274.90
   12.01,   30.31,  274.94
   13.09,   30.31,  274.98
   12.66,   30.30,  275.02
   12.36,   30.30,  275.06
   12.48,   30.30,  275.11
   12.52,   30.30,  275.15
   12.49,   30.30,  275.19
   12.28,   30.30,  275.23
   12.79,   30.30,  275.27
   13.28,   30.30,  275.31
   13.64,   30.30,  275.36
   13.31,   30.30,  275.40
   13.13,   30.30,  275.44
   13.16,   30.30,  275.48
   13.99,   30.30,  275.52
   15.67,   30.30,  275.56
   16.32,   30.30,  275.61
   16.10,   30.30,  275.65
   16.29,   30.29,  275.69
   16.61,   30.29,  275.73
   13.65,   30.29,  275.77
   13.56,   30.29,  275.82
   13.29,   30.29,  275.86
   13.59,   30.29,  275.90
   14.31,   30.29,  275.94
   15.43,   30.29,  275.98
   15.03,   30.29,  276.02
   14.24,   30.29,  276.07
   13.90,   30.29,  276.11
   14.98,   30.29,  276.15
   16.52,   30.28,  276.19
   16.50,   30.28,  276.23
   17.30,   30.28,  276.27
   17.28,   30.28,  276.32
   16.56,   30.28,  276.36
   16.76,   30.28,  276.40
   16.49,   30.28,  276.44
   15.74,   30.28,  276.48
   14.88,   30.28,  276.52
   15.98,   30.27,  276.57
   17.92,   30.27,  276.61
   18.00,   30.27,  276.65
   18.02,   30.27,  276.69
   18.07,   30.27,  276.73
   17.81,   30.27,  276.77
   18.09,   30.27,  276.82
   18.27,   30.27,  276.86
   18.39,   30.27,  276.90
   18.65,   30.26,  276.94
   19.36,   30.26,  276.98
   20.54,   30.26,  277.02
   21.00,   30.26,  277.07
   21.26,   30.26,  277.11
   21.11,   30.26,  277.15
   20.51,   30.26,  277.19
   18.89,   30.25,  277.23
   18.56,   30.25,  277.27
   16.84,   30.25,  277.32
   16.39,   30.25,  277.36
   16.32,   30.25,  277.40
   16.52,   30.25,  277.44
   16.75,   30.24,  277.48
   17.01,   30.24,  277.52
   17.36,   30.24,  277.57
   17.87,   30.24,  277.61
   19.57,   30.24,  277.65
   22.35,   30.24,  277.69
   22.79,   30.24,  277.73
   21.86,   30.23,  277.77
   21.54,   30.23,  277.82
   20.71,   30.23,  277.86
   20.52,   30.23,  277.90
   21.25,   30.23,  277.94
   18.00,   30.22,  277.98
   18.15,   30.22,  278.02
   19.40,   30.22,  278.07
   20.31,   30.22,  278.11
   20.29,   30.22,  278.15
   19.60,   30.22,  278.19
   18.68,   30.21,  278.23
   24.91,   30.21,  278.27
   24.89,   30.21,  278.31
   22.12,   30.21,  278.36
   18.31,   30.21,  278.40
   22.22,   30.20,  278.44
   22.21,   30.20,  278.48
   20.30,   30.20,  278.52
   24.63,   30.20,  278.56
   30.07,   30.20,  278.61
   30.07,   30.19,  278.65
   26.98,   30.19,  278.69
   27.09,   30.19,  278.73
   26.87,   30.19,  278.77
   26.83,   30.19,  278.81
   26.72,   30.18,  278.86
   26.63,   30.18,  278.90
   26.53,   30.18,  278.94
   26.43,   30.18,  278.98
   26.33,   30.17,  279.02
   26.22,   30.17,  279.06
   26.11,   30.17,  279.11
   26.00,   30.17,  279.15
   25.88,   30.17,  279.19
   25.76,   30.16,  279.23
   25.65,   30.16,  279.27
   25.52,   30.16,  279.31
   25.40,   30.16,  279.35
   25.27,   30.15,  279.40
   25.14,   30.15,  279.44
   25.02,   30.15,  279.48
   24.90,   30.15,  279.52
   24.78,   30.14,  279.56
   24.66,   30.14,  279.60
   24.54,   30.14,  279.65
   24.41,   30.14,  279.69
   24.29,   30.13,  279.73
   24.16,   30.13,  279.77
   24.03,   30.13,  279.81
   23.91,   30.13,  279.85
   23.77,   30.12,  279.89
   23.64,   30.12,  279.94
   23.51,   30.12,  279.98
   23.37,   30.11,  280.02
   23.24,   30.11,  280.06
   23.10,   30.11,  280.10
   22.96,   30.11,  280.14
   22.82,   30.10,  280.18
   22.68,   30.10,  280.23
   22.54,   30.10,  280.27
   22.40,   30.10,  280.31
   22.26,   30.09,  280.35
   22.12,   30.09,  280.39
   21.98,   30.09,  280.43
   21.83,   30.08,  280.48
   21.69,   30.08,  280.52
   21.54,   30.08,  280.56
   21.40,   30.08,  280.60
   21.25,   30.07,  280.64
   21.11,   30.07,  280.68
   20.96,   30.07,  280.72
   20.81,   30.06,  280.77
   20.66,   30.06,  280.81
   20.52,   30.06,  280.85
   20.37,   30.05,  280.89
   20.22,   30.05,  280.93
   20.07,   30.05,  280.97
   19.92,   30.04,  281.01
   19.78,   30.04,  281.06
   19.63,   30.04,  281.10
   19.48,   30.03,  281.14
   19.33,   30.03,  281.18
   19.18,   30.03,  281.22
   19.03,   30.03,  281.26
   18.88,   30.02,  281.30
   18.74,   30.02,  281.34
   18.59,   30.02,  281.39
   18.44,   30.01,  281.43
   18.29,   30.01,  281.47
   18.15,   30.01,  281.51
   18.00,   30.00,  281.55
   17.85,   30.00,  281.59
   17.71,   30.00,  281.63
   17.56,   29.99,  281.68
   17.42,   29.99,  281.72
   17.27,   29.98,  281.76
   17.13,   29.98,  281.80
   16.21,   29.98,  281.84
   15.89,   29.97,  281.88
   15.55,   29.97,  281.92
   15.31,   29.97,  281.97
   14.16,   29.96,  282.01
   13.41,   29.96,  282.05
   12.84,   29.96,  282.09
   12.02,   29.95,  282.13
   11.43,   29.95,  282.17
   10.80,   29.95,  282.21
   10.43,   29.94,  282.25
   10.38,   29.94,  282.30
   10.32,   29.93,  282.34
   10.27,   29.93,  282.38
   10.21,   29.93,  282.42
   10.16,   29.92,  282.46
   10.10,   29.92,  282.50
   10.04,   29.92,  282.54
    9.98,   29.91,  282.58
    9.91,   29.91,  282.63
    9.85,   29.90,  282.67
    9.79,   29.90,  282.71
    9.72,   29.90,  282.75
    9.65,   29.89,  282.79
    9.58,   29.89,  282.83
    9.51,   29.88,  282.87
    9.44,   29.88,  282.91
    9.37,   29.88,  282.96
    9.29,   29.87,  283.00
    9.22,   29.87,  283.04
    9.14,   29.86,  283.08
    9.07,   29.86,  283.12
    8.99,   29.86,  283.16
    8.91,   29.85,  283.20
    8.84,   29.85,  283.24
    8.76,   29.84,  283.29
    8.68,   29.84,  283.33
    8.60,   29.84,  283.37
    8.52,   29.83,  283.41
    8.44,   29.83,  283.45
    8.36,   29.82,  283.49
    8.27,   29.82,  283.53
    8.19,   29.81,  283.57
    8.11,   29.81,  283.61
    8.03,   29.81,  283.66
    7.95,   29.80,  283.70
    7.86,   29.80,  283.74
    7.78,   29.79,  283.78
    7.70,   29.79,  283.82
    7.62,   29.78,  283.86
    7.53,   29.78,  283.90
    7.45,   29.77,  283.94
    7.37,   29.77,  283.98
    7.29,   29.77,  284.03
    7.21,   29.76,  284.07
    7.12,   29.76,  284.11
    7.04,   29.75,  284.15
    6.96,   29.75,  284.19
    6.88,   29.74,  284.23
    6.80,   29.74,  284.27
    6.72,   29.73,  284.31
    6.64,   29.73,  284.35
    6.56,   29.72,  284.39
    6.48,   29.72,  284.44
    6.40,   29.72,  284.48
    6.33,   29.71,  284.52
    6.25,   29.71,  284.56
    6.17,   29.70,  284.60
    6.10,   29.70,  284.64
    6.02,   29.69,  284.68
    5.95,   29.69,  284.72
    5.87,   29.68,  284.76
    5.80,   29.68,  284.80
    5.72,   29.67,  284.85
    5.65,   29.67,  284.89
    5.58,   29.66,  284.93
    5.51,   29.66,  284.97
    5.44,   29.65,  285.01
    5.37,   29.65,  285.05
    5.30,   29.64,  285.09
    5.23,   29.64,  285.13
    5.16,   29.63,  285.17
    5.10,   29.63,  285.21
    5.03,   29.62,  285.26
    4.96,   29.62,  285.30
  -99.00,   29.61,  285.34
  -99.00,   29.61,  285.38
  -99.00,   29.60,  285.42
  -99.00,   29.60,  285.46
  -99.00,   29.59,  285.50
  -99.00,   29.59,  285.54
  -99.00,   29.58,  285.58
  -99.00,   29.58,  285.62
  -99.00,   29.57,  285.66
  -99.00,   29.57,  285.70
  -99.00,   29.56,  285.75
  -99.00,   29.56,  285.79
  -99.00,   29.55,  285.83
  -99.00,   29.55,  285.87
  -99.00,   29.54,  285.91
  -99.00,   29.53,  285.95
  -99.00,   29.53,  285.99
  -99.00,   29.52,  286.03
  -99.00,   29.52,  286.07
  -99.00,   29.51,  286.11
  -99.00,   29.51,  286.15
  -99.00,   29.50,  286.19
  -99.00,   29.50,  286.24
  -99.00,   29.49,  286.28
  -99.00,   29.49,  286.32
  -99.00,   29.48,  286.36
  -99.00,   29.47,  286.40
  -99.00,   29.47,  286.44
  -99.00,   29.46,  286.48
  -99.00,   29.46,  286.52
  -99.00,   29.45,  286.56
  -99.00,   29.45,  286.60
  -99.00,   29.44,  286.64
  -99.00,   29.44,  286.68
  -99.00,   29.43,  286.72
  -99.00,   29.42,  286.76
  -99.00,   29.42,  286.81
  -99.00,   29.41,  286.85
  -99.00,   29.41,  286.89
  -99.00,   29.40,  286.93
  -99.00,   29.40,  286.97
  -99.00,   29.39,  287.01
  -99.00,   29.38,  287.05
  -99.00,   29.38,  287.09
  -99.00,   29.37,  287.13
  -99.00,   29.37,  287.17
  -99.00,   29.36,  287.21
  -99.00,   29.35,  287.25
  -99.00,   29.35,  287.29
  -99.00,   29.34,  287.33
  -99.00,   29.34,  287.37
  -99.00,   29.33,  287.41
  -99.00,   30.28,  270.52
  -99.00,   30.28,  270.56
  -99.00,   30.28,  270.60
  -99.00,   30.29,  270.64
  -99.00,   30.29,  270.68
  -99.00,   30.29,  270.72
  -99.00,   30.29,  270.77
  -99.00,   30.29,  270.81
  -99.00,   30.29,  270.85
  -99.00,   30.29,  270.89
  -99.00,   30.30,  270.93
  -99.00,   30.30,  270.97
  -99.00,   30.30,  271.02
  -99.00,   30.30,  271.06
  -99.00,   30.30,  271.10
  -99.00,   30.30,  271.14
  -99.00,   30.30,  271.18
  -99.00,   30.30,  271.22
  -99.00,   30.31,  271.27
  -99.00,   30.31,  271.31
  -99.00,   30.31,  271.35
  -99.00,   30.31,  271.39
  -99.00,   30.31,  271.43
  -99.00,   30.31,  271.47
  -99.00,   30.31,  271.52
  -99.00,   30.31,  271.56
  -99.00,   30.32,  271.60
  -99.00,   30.32,  271.64
  -99.00,   30.32,  271.68
  -99.00,   30.32,  271.73
  -99.00,   30.32,  271.77
  -99.00,   30.32,  271.81
  -99.00,   30.32,  271.85
  -99.00,   30.32,  271.89
  -99.00,   30.32,  271.93
  -99.00,   30.32,  271.98
  -99.00,   30.33,  272.02
  -99.00,   30.33,  272.06
  -99.00,   30.33,  272.10
  -99.00,   30.33,  272.14
  -99.00,   30.33,  272.18
  -99.00,   30.33,  272.23
  -99.00,   30.33,  272.27
  -99.00,   30.33,  272.31
  -99.00,   30.33,  272.35
  -99.00,   30.33,  272.39
  -99.00,   30.33,  272.43
  -99.00,   30.33,  272.48
  -99.00,   30.33,  272.52
  -99.00,   30.34,  272.56
  -99.00,   30.34,  272.60
    8.76,   30.34,  272.64
    9.43,   30.34,  272.68
   10.47,   30.34,  272.73
   11.38,   30.34,  272.77
   12.18,   30.34,  272.81
   12.49,   30.34,  272.85
   12.60,   30.34,  272.89
   12.54,   30.34,  272.94
   12.20,   30.34,  272.98
   11.64,   30.34,  273.02
   11.72,   30.34,  273.06
   11.77,   30.34,  273.10
   11.69,   30.34,  273.14
   11.59,   30.34,  273.19
   11.64,   30.34,  273.23
   11.68,   30.34,  273.27
   11.79,   30.34,  273.31
   12.12,   30.34,  273.35
   12.85,   30.34,  273.39
   13.38,   30.34,  273.44
   13.70,   30.34,  273.48
   13.92,   30.35,  273.52
   14.04,   30.35,  273.56
   14.08,   30.35,  273.60
   13.75,   30.35,  273.65
   12.31,   30.35,  273.69
   12.34,   30.35,  273.73
   12.26,   30.35,  273.77
   13.27,   30.35,  273.81
   13.27,   30.35,  273.85
   11.13,   30.35,  273.90
    9.64,   30.35,  273.94
    9.73,   30.35,  273.98
    9.74,   30.35,  274.02
    9.97,   30.35,  274.06
   10.14,   30.35,  274.10
   10.30,   30.35,  274.15
   10.51,   30.35,  274.19
   11.29,   30.35,  274.23
   12.82,   30.35,  274.27
   12.89,   30.35,  274.31
   12.70,   30.35,  274.35
   11.35,   30.35,  274.40
   12.54,   30.35,  274.44
   14.83,   30.35,  274.48
   14.78,   30.34,  274.52
   14.20,   30.34,  274.56
   12.07,   30.34,  274.61
   12.94,   30.34,  274.65
   12.87,   30.34,  274.69
   13.21,   30.34,  274.73
   13.43,   30.34,  274.77
   12.04,   30.34,  274.81
   12.26,   30.34,  274.86
   12.00,   30.34,  274.90
   12.73,   30.34,  274.94
   14.82,   30.34,  274.98
   14.35,   30.34,  275.02
   12.46,   30.34,  275.06
   12.46,   30.34,  275.11
   12.42,   30.34,  275.15
   12.49,   30.34,  275.19
   12.62,   30.34,  275.23
   12.89,   30.34,  275.27
   13.65,   30.34,  275.32
   15.44,   30.34,  275.36
   14.46,   30.34,  275.40
   13.56,   30.34,  275.44
   13.41,   30.33,  275.48
   14.13,   30.33,  275.52
   15.72,   30.33,  275.57
   15.93,   30.33,  275.61
   16.08,   30.33,  275.65
   15.49,   30.33,  275.69
   16.65,   30.33,  275.73
   16.26,   30.33,  275.77
   15.51,   30.33,  275.82
   14.50,   30.33,  275.86
   14.51,   30.33,  275.90
   16.74,   30.33,  275.94
   18.85,   30.33,  275.98
   18.72,   30.32,  276.02
   17.16,   30.32,  276.07
   14.88,   30.32,  276.11
   16.55,   30.32,  276.15
   16.62,   30.32,  276.19
   16.59,   30.32,  276.23
   16.59,   30.32,  276.27
   17.36,   30.32,  276.32
   19.61,   30.32,  276.36
   19.59,   30.32,  276.40
   19.48,   30.31,  276.44
   18.96,   30.31,  276.48
   15.89,   30.31,  276.53
   16.16,   30.31,  276.57
   17.70,   30.31,  276.61
   17.95,   30.31,  276.65
   18.03,   30.31,  276.69
   16.09,   30.31,  276.73
   17.56,   30.30,  276.78
   17.76,   30.30,  276.82
   17.97,   30.30,  276.86
   18.22,   30.30,  276.90
   18.72,   30.30,  276.94
   19.69,   30.30,  276.98
   20.08,   30.30,  277.03
   20.36,   30.30,  277.07
   20.24,   30.29,  277.11
   19.94,   30.29,  277.15
   19.53,   30.29,  277.19
   19.09,   30.29,  277.23
   19.79,   30.29,  277.28
   19.77,   30.29,  277.32
   18.50,   30.29,  277.36
   16.10,   30.28,  277.40
   16.28,   30.28,  277.44
   16.45,   30.28,  277.48
   16.66,   30.28,  277.53
   16.95,   30.28,  277.57
   17.34,   30.28,  277.61
   18.43,   30.27,  277.65
   21.24,   30.27,  277.69
   22.18,   30.27,  277.73
   21.58,   30.27,  277.78
   20.58,   30.27,  277.82
   19.34,   30.27,  277.86
   17.62,   30.26,  277.90
   18.31,   30.26,  277.94
   20.56,   30.26,  277.98
   20.56,   30.26,  278.03
   20.65,   30.26,  278.07
   20.65,   30.26,  278.11
   20.41,   30.25,  278.15
   19.37,   30.25,  278.19
   17.94,   30.25,  278.23
   23.12,   30.25,  278.28
   24.95,   30.25,  278.32
   20.74,   30.24,  278.36
   17.55,   30.24,  278.40
   20.84,   30.24,  278.44
   22.23,   30.24,  278.48
   20.72,   30.24,  278.53
   21.18,   30.23,  278.57
   29.77,   30.23,  278.61
   30.08,   30.23,  278.65
   26.75,   30.23,  278.69
   26.99,   30.23,  278.73
   26.64,   30.22,  278.78
   26.64,   30.22,  278.82
   26.51,   30.22,  278.86
   26.43,   30.22,  278.90
   26.33,   30.21,  278.94
   26.23,   30.21,  278.98
   26.13,   30.21,  279.02
   26.03,   30.21,  279.07
   25.92,   30.21,  279.11
   25.81,   30.20,  279.15
   25.70,   30.20,  279.19
   25.57,   30.20,  279.23
   25.46,   30.20,  279.27
   25.35,   30.19,  279.32
   25.22,   30.19,  279.36
   25.10,   30.19,  279.40
   24.98,   30.19,  279.44
   24.86,   30.18,  279.48
   24.75,   30.18,  279.52
   24.63,   30.18,  279.57
   24.51,   30.18,  279.61
   24.39,   30.17,  279.65
   24.27,   30.17,  279.69
   24.14,   30.17,  279.73
   24.01,   30.17,  279.77
   23.89,   30.16,  279.81
   23.76,   30.16,  279.86
   23.63,   30.16,  279.90
   23.50,   30.16,  279.94
   23.37,   30.15,  279.98
   23.23,   30.15,  280.02
   23.10,   30.15,  280.06
   22.96,   30.15,  280.10
   22.83,   30.14,  280.15
   22.69,   30.14,  280.19
   22.55,   30.14,  280.23
   22.41,   30.13,  280.27
   22.27,   30.13,  280.31
   22.13,   30.13,  280.35
   21.99,   30.13,  280.40
   21.84,   30.12,  280.44
   21.70,   30.12,  280.48
   21.56,   30.12,  280.52
   21.42,   30.11,  280.56
   21.27,   30.11,  280.60
   21.13,   30.11,  280.64
   20.98,   30.10,  280.69
   20.84,   30.10,  280.73
   20.69,   30.10,  280.77
   20.55,   30.10,  280.81
   20.40,   30.09,  280.85
   20.25,   30.09,  280.89
   20.11,   30.09,  280.93
   19.96,   30.08,  280.98
   19.81,   30.08,  281.02
   19.67,   30.08,  281.06
   19.52,   30.07,  281.10
   19.37,   30.07,  281.14
   19.22,   30.07,  281.18
   19.08,   30.06,  281.22
   18.93,   30.06,  281.27
   18.78,   30.06,  281.31
   18.64,   30.05,  281.35
   18.49,   30.05,  281.39
   18.34,   30.05,  281.43
   18.20,   30.04,  281.47
   18.05,   30.04,  281.51
   17.91,   30.04,  281.56
   17.76,   30.03,  281.60
   17.62,   30.03,  281.64
   17.47,   30.03,  281.68
   17.33,   30.02,  281.72
   17.19,   30.02,  281.76
   17.04,   30.02,  281.80
   16.12,   30.01,  281.85
   15.81,   30.01,  281.89
   15.46,   30.01,  281.93
   15.23,   30.00,  281.97
   14.08,   30.00,  282.01
   13.33,   30.00,  282.05
   12.76,   29.99,  282.09
   11.94,   29.99,  282.13
   11.36,   29.98,  282.18
   10.73,   29.98,  282.22
   10.24,   29.98,  282.26
   10.19,   29.97,  282.30
   10.14,   29.97,  282.34
   10.09,   29.97,  282.38
   10.03,   29.96,  282.42
    9.98,   29.96,  282.47
    9.92,   29.95,  282.51
    9.86,   29.95,  282.55
    9.80,   29.95,  282.59
    9.74,   29.94,  282.63
    9.68,   29.94,  282.67
    9.62,   29.94,  282.71
    9.55,   29.93,  282.75
    9.48,   29.93,  282.80
    9.42,   29.92,  282.84
    9.35,   29.92,  282.88
    9.28,   29.92,  282.92
    9.21,   29.91,  282.96
    9.14,   29.91,  283.00
    9.06,   29.90,  283.04
    8.99,   29.90,  283.08
    8.92,   29.90,  283.13
    8.84,   29.89,  283.17
    8.77,   29.89,  283.21
    8.69,   29.88,  283.25
    8.61,   29.88,  283.29
    8.54,   29.87,  283.33
    8.46,   29.87,  283.37
    8.38,   29.87,  283.41
    8.30,   29.86,  283.45
    8.22,   29.86,  283.50
    8.14,   29.85,  283.54
    8.06,   29.85,  283.58
    7.98,   29.85,  283.62
    7.90,   29.84,  283.66
    7.82,   29.84,  283.70
    7.74,   29.83,  283.74
    7.66,   29.83,  283.78
    7.58,   29.82,  283.82
    7.50,   29.82,  283.87
    7.42,   29.81,  283.91
    7.34,   29.81,  283.95
    7.26,   29.81,  283.99
    7.18,   29.80,  284.03
    7.10,   29.80,  284.07
    7.02,   29.79,  284.11
    6.94,   29.79,  284.15
    6.86,   29.78,  284.19
    6.78,   29.78,  284.24
    6.70,   29.77,  284.28
    6.63,   29.77,  284.32
    6.55,   29.76,  284.36
    6.47,   29.76,  284.40
    6.39,   29.76,  284.44
    6.32,   29.75,  284.48
    6.24,   29.75,  284.52
    6.17,   29.74,  284.56
    6.09,   29.74,  284.61
    6.02,   29.73,  284.65
    5.94,   29.73,  284.69
    5.87,   29.72,  284.73
    5.80,   29.72,  284.77
    5.72,   29.71,  284.81
    5.65,   29.71,  284.85
    5.58,   29.70,  284.89
    5.51,   29.70,  284.93
    5.44,   29.69,  284.97
    5.37,   29.69,  285.02
    5.30,   29.68,  285.06
    5.24,   29.68,  285.10
    5.17,   29.67,  285.14
    5.10,   29.67,  285.18
    5.04,   29.66,  285.22
    4.97,   29.66,  285.26
    4.91,   29.65,  285.30
  -99.00,   29.65,  285.34
  -99.00,   29.64,  285.38
  -99.00,   29.64,  285.42
  -99.00,   29.63,  285.47
  -99.00,   29.63,  285.51
  -99.00,   29.62,  285.55
  -99.00,   29.62,  285.59
  -99.00,   29.61,  285.63
  -99.00,   29.61,  285.67
  -99.00,   29.60,  285.71
  -99.00,   29.60,  285.75
  -99.00,   29.59,  285.79
  -99.00,   29.59,  285.83
  -99.00,   29.58,  285.87
  -99.00,   29.58,  285.92
  -99.00,   29.57,  285.96
  -99.00,   29.56,  286.00
  -99.00,   29.56,  286.04
  -99.00,   29.55,  286.08
  -99.00,   29.55,  286.12
  -99.00,   29.54,  286.16
  -99.00,   29.54,  286.20
  -99.00,   29.53,  286.24
  -99.00,   29.53,  286.28
  -99.00,   29.52,  286.32
  -99.00,   29.52,  286.36
  -99.00,   29.51,  286.40
  -99.00,   29.50,  286.45
  -99.00,   29.50,  286.49
  -99.00,   29.49,  286.53
  -99.00,   29.49,  286.57
  -99.00,   29.48,  286.61
  -99.00,   29.48,  286.65
  -99.00,   29.47,  286.69
  -99.00,   29.47,  286.73
  -99.00,   29.46,  286.77
  -99.00,   29.45,  286.81
  -99.00,   29.45,  286.85
  -99.00,   29.44,  286.89
  -99.00,   29.44,  286.93
  -99.00,   29.43,  286.97
  -99.00,   29.43,  287.02
  -99.00,   29.42,  287.06
  -99.00,   29.41,  287.10
  -99.00,   29.41,  287.14
  -99.00,   29.40,  287.18
  -99.00,   29.40,  287.22
  -99.00,   29.39,  287.26
  -99.00,   29.38,  287.30
  -99.00,   29.38,  287.34
  -99.00,   29.37,  287.38
  -99.00,   29.37,  287.42
  -99.00,   30.32,  270.51
  -99.00,   30.32,  270.56
  -99.00,   30.32,  270.60
  -99.00,   30.32,  270.64
  -99.00,   30.32,  270.68
  -99.00,   30.32,  270.72
  -99.00,   30.33,  270.76
  -99.00,   30.33,  270.81
  -99.00,   30.33,  270.85
  -99.00,   30.33,  270.89
  -99.00,   30.33,  270.93
  -99.00,   30.33,  270.97
  -99.00,   30.33,  271.01
  -99.00,   30.34,  271.06
  -99.00,   30.34,  271.10
  -99.00,   30.34,  271.14
  -99.00,   30.34,  271.18
  -99.00,   30.34,  271.22
  -99.00,   30.34,  271.26
  -99.00,   30.34,  271.31
  -99.00,   30.34,  271.35
  -99.00,   30.35,  271.39
  -99.00,   30.35,  271.43
  -99.00,   30.35,  271.47
  -99.00,   30.35,  271.52
  -99.00,   30.35,  271.56
  -99.00,   30.35,  271.60
  -99.00,   30.35,  271.64
  -99.00,   30.35,  271.68
  -99.00,   30.35,  271.72
  -99.00,   30.36,  271.77
  -99.00,   30.36,  271.81
  -99.00,   30.36,  271.85
  -99.00,   30.36,  271.89
  -99.00,   30.36,  271.93
  -99.00,   30.36,  271.97
  -99.00,   30.36,  272.02
  -99.00,   30.36,  272.06
  -99.00,   30.36,  272.10
  -99.00,   30.36,  272.14
  -99.00,   30.36,  272.18
  -99.00,   30.37,  272.22
  -99.00,   30.37,  272.27
  -99.00,   30.37,  272.31
  -99.00,   30.37,  272.35
  -99.00,   30.37,  272.39
  -99.00,   30.37,  272.43
  -99.00,   30.37,  272.48
  -99.00,   30.37,  272.52
  -99.00,   30.37,  272.56
  -99.00,   30.37,  272.60
    8.47,   30.37,  272.64
    8.03,   30.37,  272.68
    9.20,   30.37,  272.73
   10.58,   30.37,  272.77
   11.79,   30.37,  272.81
   12.13,   30.38,  272.85
   12.28,   30.38,  272.89
   12.25,   30.38,  272.93
   11.84,   30.38,  272.98
   10.83,   30.38,  273.02
   11.03,   30.38,  273.06
   11.11,   30.38,  273.10
   10.86,   30.38,  273.14
   10.36,   30.38,  273.19
   10.41,   30.38,  273.23
   10.45,   30.38,  273.27
   10.35,   30.38,  273.31
   10.64,   30.38,  273.35
   12.19,   30.38,  273.39
   12.79,   30.38,  273.44
   13.14,   30.38,  273.48
   13.36,   30.38,  273.52
   13.48,   30.38,  273.56
   13.53,   30.38,  273.60
   13.28,   30.38,  273.64
   13.33,   30.38,  273.69
   13.37,   30.38,  273.73
   13.38,   30.38,  273.77
   13.20,   30.38,  273.81
   13.36,   30.38,  273.85
    9.25,   30.38,  273.90
    9.33,   30.38,  273.94
    9.42,   30.38,  273.98
    9.57,   30.38,  274.02
    9.88,   30.38,  274.06
   10.15,   30.38,  274.10
   10.51,   30.38,  274.15
   10.89,   30.38,  274.19
   11.59,   30.38,  274.23
   12.93,   30.38,  274.27
   13.12,   30.38,  274.31
   13.15,   30.38,  274.36
   12.96,   30.38,  274.40
   13.04,   30.38,  274.44
   14.97,   30.38,  274.48
   14.95,   30.38,  274.52
   14.75,   30.38,  274.56
   13.15,   30.38,  274.61
   14.29,   30.38,  274.65
   14.65,   30.38,  274.69
   15.08,   30.38,  274.73
   15.06,   30.38,  274.77
   12.42,   30.38,  274.81
   13.36,   30.38,  274.86
   12.80,   30.38,  274.90
   12.98,   30.38,  274.94
   15.35,   30.38,  274.98
   15.06,   30.38,  275.02
   12.69,   30.38,  275.07
   12.80,   30.38,  275.11
   12.87,   30.38,  275.15
   13.02,   30.37,  275.19
   13.20,   30.37,  275.23
   13.45,   30.37,  275.27
   15.28,   30.37,  275.32
   18.34,   30.37,  275.36
   18.32,   30.37,  275.40
   14.83,   30.37,  275.44
   13.97,   30.37,  275.48
   14.27,   30.37,  275.52
   15.41,   30.37,  275.57
   15.68,   30.37,  275.61
   15.58,   30.37,  275.65
   15.99,   30.37,  275.69
   16.56,   30.37,  275.73
   16.91,   30.37,  275.78
   18.38,   30.36,  275.82
   18.02,   30.36,  275.86
   16.31,   30.36,  275.90
   19.60,   30.36,  275.94
   19.53,   30.36,  275.98
   18.92,   30.36,  276.03
   17.23,   30.36,  276.07
   14.86,   30.36,  276.11
   16.05,   30.36,  276.15
   16.63,   30.36,  276.19
   14.20,   30.36,  276.23
   14.54,   30.35,  276.28
   16.07,   30.35,  276.32
