wind(m/s),    lat,     lon
    7.27,   23.44,  279.98
    7.30,   23.44,  280.01
    7.34,   23.44,  280.05
    7.37,   23.43,  280.09
    7.39,   23.43,  280.13
    7.42,   23.43,  280.16
    7.44,   23.43,  280.20
    7.47,   23.42,  280.24
    7.49,   23.42,  280.28
    7.51,   23.42,  280.32
    7.53,   23.41,  280.35
    7.54,   23.41,  280.39
    7.56,   23.41,  280.43
    7.57,   23.41,  280.47
    7.58,   23.40,  280.50
    7.59,   23.40,  280.54
    7.59,   23.40,  280.58
    7.60,   23.40,  280.62
    7.60,   23.39,  280.65
    7.60,   23.39,  280.69
    7.60,   23.39,  280.73
    7.60,   23.38,  280.77
    7.60,   23.38,  280.81
    7.59,   23.38,  280.84
    7.59,   23.37,  280.88
    7.58,   23.37,  280.92
    7.57,   23.37,  280.96
    7.56,   23.37,  280.99
    7.54,   23.36,  281.03
    7.53,   23.36,  281.07
    7.51,   23.36,  281.11
    7.49,   23.35,  281.15
    7.47,   23.35,  281.18
    7.45,   23.35,  281.22
    7.42,   23.34,  281.26
    7.40,   23.34,  281.30
    7.37,   23.34,  281.33
    7.34,   23.33,  281.37
    7.32,   23.33,  281.41
    7.28,   23.33,  281.45
    7.25,   23.32,  281.48
    7.22,   23.32,  281.52
    7.18,   23.32,  281.56
    7.15,   23.31,  281.60
    7.11,   23.31,  281.64
    7.07,   23.31,  281.67
    7.03,   23.31,  281.71
    6.99,   23.30,  281.75
    6.95,   23.30,  281.79
    6.90,   23.29,  281.82
    6.86,   23.29,  281.86
    6.81,   23.29,  281.90
    6.77,   23.28,  281.94
    6.72,   23.28,  281.97
    6.67,   23.28,  282.01
    6.62,   23.27,  282.05
    6.57,   23.27,  282.09
    6.52,   23.27,  282.12
    6.47,   23.26,  282.16
    6.42,   23.26,  282.20
    6.37,   23.26,  282.24
    6.31,   23.25,  282.27
    6.26,   23.25,  282.31
    6.21,   23.25,  282.35
    6.15,   23.24,  282.39
    6.09,   23.24,  282.43
    6.04,   23.23,  282.46
    5.98,   23.23,  282.50
    5.93,   23.23,  282.54
    5.87,   23.22,  282.58
    5.81,   23.22,  282.61
    5.75,   23.22,  282.65
    5.70,   23.21,  282.69
    5.64,   23.21,  282.73
    5.58,   23.21,  282.76
    5.53,   23.20,  282.80
    5.47,   23.20,  282.84
    5.41,   23.19,  282.88
    5.35,   23.19,  282.91
    5.29,   23.19,  282.95
    5.24,   23.18,  282.99
    5.18,   23.18,  283.03
    5.12,   23.17,  283.06
    5.06,   23.17,  283.10
    5.00,   23.17,  283.14
    4.94,   23.16,  283.18
    4.89,   23.16,  283.21
    4.83,   23.15,  283.25
    4.77,   23.15,  283.29
    4.71,   23.15,  283.33
    4.65,   23.14,  283.36
    4.59,   23.14,  283.40
    4.54,   23.13,  283.44
    4.48,   23.13,  283.48
    4.42,   23.13,  283.51
    4.37,   23.12,  283.55
    4.31,   23.12,  283.59
    4.25,   23.11,  283.63
    4.20,   23.11,  283.66
    4.14,   23.11,  283.70
    4.09,   23.10,  283.74
    4.04,   23.10,  283.78
    3.98,   23.09,  283.81
    3.93,   23.09,  283.85
    3.88,   23.08,  283.89
    3.83,   23.08,  283.93
    3.78,   23.08,  283.96
    3.72,   23.07,  284.00
    3.67,   23.07,  284.04
    3.62,   23.06,  284.08
    3.58,   23.06,  284.11
    3.53,   23.05,  284.15
    3.48,   23.05,  284.19
    3.43,   23.05,  284.22
    3.39,   23.04,  284.26
    3.34,   23.04,  284.30
    1.80,   23.65,  276.45
    1.83,   23.65,  276.49
    1.86,   23.64,  276.53
    1.89,   23.64,  276.57
    1.93,   23.64,  276.60
    1.96,   23.64,  276.64
    1.99,   23.64,  276.68
    2.19,   23.64,  276.72
    2.24,   23.64,  276.76
    2.29,   23.64,  276.79
    2.35,   23.63,  276.83
    2.40,   23.63,  276.87
    2.45,   23.63,  276.91
    2.51,   23.63,  276.95
    2.56,   23.63,  276.98
    2.62,   23.63,  277.02
    2.67,   23.63,  277.06
    2.73,   23.63,  277.10
    2.79,   23.62,  277.14
    2.85,   23.62,  277.17
    2.91,   23.62,  277.21
    2.97,   23.62,  277.25
    3.03,   23.62,  277.29
    3.09,   23.62,  277.33
    3.15,   23.62,  277.36
    3.21,   23.61,  277.40
    3.27,   23.61,  277.44
    3.34,   23.61,  277.48
    3.40,   23.61,  277.52
    3.47,   23.61,  277.55
    3.53,   23.61,  277.59
    3.60,   23.61,  277.63
    3.67,   23.60,  277.67
    3.73,   23.60,  277.70
    3.80,   23.60,  277.74
    3.87,   23.60,  277.78
    3.94,   23.60,  277.82
    4.01,   23.60,  277.86
    4.08,   23.59,  277.89
    4.15,   23.59,  277.93
    4.22,   23.59,  277.97
    4.29,   23.59,  278.01
    4.36,   23.59,  278.05
    4.43,   23.59,  278.08
    4.50,   23.58,  278.12
    4.58,   23.58,  278.16
    4.65,   23.58,  278.20
    4.72,   23.58,  278.24
    4.79,   23.58,  278.27
    4.86,   23.57,  278.31
    4.94,   23.57,  278.35
    5.01,   23.57,  278.39
    5.08,   23.57,  278.43
    5.15,   23.57,  278.46
    5.22,   23.56,  278.50
    5.29,   23.56,  278.54
    5.36,   23.56,  278.58
    5.43,   23.56,  278.61
    5.50,   23.56,  278.65
    5.57,   23.55,  278.69
    5.64,   23.55,  278.73
    5.71,   23.55,  278.77
    5.77,   23.55,  278.80
    5.84,   23.55,  278.84
    5.91,   23.54,  278.88
    5.98,   23.54,  278.92
    6.04,   23.54,  278.96
    6.11,   23.54,  278.99
    6.17,   23.54,  279.03
    6.23,   23.53,  279.07
    6.30,   23.53,  279.11
    6.36,   23.53,  279.15
    6.42,   23.53,  279.18
    6.48,   23.52,  279.22
    6.54,   23.52,  279.26
    6.60,   23.52,  279.30
    6.66,   23.52,  279.33
    6.71,   23.52,  279.37
    6.77,   23.51,  279.41
    6.82,   23.51,  279.45
    6.88,   23.51,  279.49
    6.93,   23.51,  279.52
    6.98,   23.50,  279.56
    7.03,   23.50,  279.60
    7.08,   23.50,  279.64
    7.13,   23.50,  279.68
    7.17,   23.49,  279.71
    7.22,   23.49,  279.75
    7.26,   23.49,  279.79
    7.30,   23.49,  279.83
    7.34,   23.48,  279.86
    7.38,   23.48,  279.90
    7.42,   23.48,  279.94
    7.45,   23.48,  279.98
    7.48,   23.47,  280.02
    7.52,   23.47,  280.05
    7.55,   23.47,  280.09
    7.58,   23.47,  280.13
    7.60,   23.46,  280.17
    7.63,   23.46,  280.20
    7.65,   23.46,  280.24
    7.67,   23.45,  280.28
    7.69,   23.45,  280.32
    7.71,   23.45,  280.36
    7.73,   23.45,  280.39
    7.74,   23.44,  280.43
    7.76,   23.44,  280.47
    7.77,   23.44,  280.51
    7.77,   23.44,  280.54
    7.78,   23.43,  280.58
    7.78,   23.43,  280.62
    7.79,   23.43,  280.66
    7.79,   23.42,  280.70
    7.79,   23.42,  280.73
    7.79,   23.42,  280.77
    7.78,   23.42,  280.81
    7.78,   23.41,  280.85
    7.77,   23.41,  280.88
    7.76,   23.41,  280.92
    7.75,   23.40,  280.96
    7.74,   23.40,  281.00
    7.72,   23.40,  281.04
    7.71,   23.39,  281.07
    7.69,   23.39,  281.11
    7.67,   23.39,  281.15
    7.65,   23.38,  281.19
    7.62,   23.38,  281.22
    7.60,   23.38,  281.26
    7.57,   23.38,  281.30
    7.55,   23.37,  281.34
    7.52,   23.37,  281.37
    7.49,   23.37,  281.41
    7.46,   23.36,  281.45
    7.42,   23.36,  281.49
    7.39,   23.36,  281.53
    7.35,   23.35,  281.56
    7.31,   23.35,  281.60
    7.27,   23.35,  281.64
    7.23,   23.34,  281.68
    7.19,   23.34,  281.71
    7.15,   23.34,  281.75
    7.11,   23.33,  281.79
    7.06,   23.33,  281.83
    7.02,   23.33,  281.86
    6.97,   23.32,  281.90
    6.92,   23.32,  281.94
    6.87,   23.32,  281.98
    6.82,   23.31,  282.02
    6.77,   23.31,  282.05
    6.72,   23.31,  282.09
    6.67,   23.30,  282.13
    6.62,   23.30,  282.17
    6.56,   23.29,  282.20
    6.51,   23.29,  282.24
    6.45,   23.29,  282.28
    6.40,   23.28,  282.32
    6.34,   23.28,  282.35
    6.28,   23.28,  282.39
    6.23,   23.27,  282.43
    6.17,   23.27,  282.47
    6.11,   23.27,  282.50
    6.05,   23.26,  282.54
    5.99,   23.26,  282.58
    5.94,   23.25,  282.62
    5.88,   23.25,  282.65
    5.82,   23.25,  282.69
    5.76,   23.24,  282.73
    5.70,   23.24,  282.77
    5.64,   23.24,  282.81
    5.58,   23.23,  282.84
    5.52,   23.23,  282.88
    5.46,   23.22,  282.92
    5.40,   23.22,  282.96
    5.34,   23.22,  282.99
    5.28,   23.21,  283.03
    5.22,   23.21,  283.07
    5.16,   23.20,  283.11
    5.11,   23.20,  283.14
    5.05,   23.20,  283.18
    4.99,   23.19,  283.22
    4.93,   23.19,  283.26
    4.87,   23.18,  283.29
    4.81,   23.18,  283.33
    4.75,   23.18,  283.37
    4.69,   23.17,  283.41
    4.63,   23.17,  283.44
    4.57,   23.16,  283.48
    4.51,   23.16,  283.52
    4.45,   23.16,  283.56
    4.39,   23.15,  283.59
    4.34,   23.15,  283.63
    4.28,   23.14,  283.67
    4.22,   23.14,  283.71
    4.17,   23.14,  283.74
    4.11,   23.13,  283.78
    4.06,   23.13,  283.82
    4.00,   23.12,  283.86
    3.95,   23.12,  283.89
    3.90,   23.11,  283.93
    3.84,   23.11,  283.97
    3.79,   23.11,  284.01
    3.74,   23.10,  284.04
    3.69,   23.10,  284.08
    3.64,   23.09,  284.12
    3.59,   23.09,  284.15
    3.54,   23.08,  284.19
    3.49,   23.08,  284.23
    3.44,   23.07,  284.27
    3.40,   23.07,  284.30
    2.58,   23.69,  276.15
    2.58,   23.69,  276.19
    2.58,   23.69,  276.22
    2.59,   23.69,  276.26
    2.63,   23.69,  276.30
    2.64,   23.68,  276.34
    2.62,   23.68,  276.38
    2.60,   23.68,  276.42
    2.58,   23.68,  276.45
    2.57,   23.68,  276.49
    2.55,   23.68,  276.53
    2.53,   23.68,  276.57
    2.51,   23.68,  276.61
    2.49,   23.68,  276.64
    2.47,   23.67,  276.68
    2.45,   23.67,  276.72
    2.43,   23.67,  276.76
    2.42,   23.67,  276.80
    2.40,   23.67,  276.83
    2.45,   23.67,  276.87
    2.51,   23.67,  276.91
    2.56,   23.67,  276.95
    2.62,   23.66,  276.99
    2.68,   23.66,  277.02
    2.74,   23.66,  277.06
    2.79,   23.66,  277.10
    2.85,   23.66,  277.14
    2.91,   23.66,  277.17
    2.97,   23.66,  277.21
    3.04,   23.66,  277.25
    3.10,   23.65,  277.29
    3.16,   23.65,  277.33
    3.22,   23.65,  277.36
    3.29,   23.65,  277.40
    3.35,   23.65,  277.44
    3.42,   23.65,  277.48
    3.48,   23.64,  277.52
    3.55,   23.64,  277.55
    3.62,   23.64,  277.59
    3.69,   23.64,  277.63
    3.75,   23.64,  277.67
    3.82,   23.64,  277.71
    3.89,   23.64,  277.74
    3.96,   23.63,  277.78
    4.03,   23.63,  277.82
    4.10,   23.63,  277.86
    4.18,   23.63,  277.90
    4.25,   23.63,  277.93
    4.32,   23.63,  277.97
    4.39,   23.62,  278.01
    4.47,   23.62,  278.05
    4.54,   23.62,  278.09
    4.61,   23.62,  278.12
    4.69,   23.62,  278.16
    4.76,   23.61,  278.20
    4.83,   23.61,  278.24
    4.91,   23.61,  278.28
    4.98,   23.61,  278.31
    5.06,   23.61,  278.35
    5.13,   23.61,  278.39
    5.20,   23.60,  278.43
    5.27,   23.60,  278.47
    5.35,   23.60,  278.50
    5.42,   23.60,  278.54
    5.49,   23.60,  278.58
    5.56,   23.59,  278.62
    5.63,   23.59,  278.66
    5.70,   23.59,  278.69
    5.77,   23.59,  278.73
    5.84,   23.59,  278.77
    5.91,   23.58,  278.81
    5.98,   23.58,  278.84
    6.05,   23.58,  278.88
    6.12,   23.58,  278.92
    6.19,   23.57,  278.96
    6.25,   23.57,  279.00
    6.32,   23.57,  279.03
    6.38,   23.57,  279.07
    6.45,   23.57,  279.11
    6.51,   23.56,  279.15
    6.58,   23.56,  279.19
    6.64,   23.56,  279.22
    6.70,   23.56,  279.26
    6.76,   23.55,  279.30
    6.82,   23.55,  279.34
    6.88,   23.55,  279.38
    6.93,   23.55,  279.41
    6.99,   23.55,  279.45
    7.04,   23.54,  279.49
    7.10,   23.54,  279.53
    7.15,   23.54,  279.56
    7.20,   23.54,  279.60
    7.25,   23.53,  279.64
    7.30,   23.53,  279.68
    7.35,   23.53,  279.72
    7.39,   23.53,  279.75
    7.44,   23.52,  279.79
    7.48,   23.52,  279.83
    7.52,   23.52,  279.87
    7.56,   23.52,  279.90
    7.60,   23.51,  279.94
    7.63,   23.51,  279.98
    7.67,   23.51,  280.02
    7.70,   23.51,  280.06
    7.73,   23.50,  280.09
    7.76,   23.50,  280.13
    7.79,   23.50,  280.17
    7.81,   23.49,  280.21
    7.84,   23.49,  280.25
    7.86,   23.49,  280.28
    7.88,   23.49,  280.32
    7.90,   23.48,  280.36
    7.91,   23.48,  280.40
    7.94,   23.48,  280.43
    7.95,   23.48,  280.47
    7.95,   23.47,  280.51
    7.96,   23.47,  280.55
    7.97,   23.47,  280.59
    7.97,   23.46,  280.62
    7.98,   23.46,  280.66
    7.98,   23.46,  280.70
    7.98,   23.46,  280.74
    7.97,   23.45,  280.77
    7.97,   23.45,  280.81
    7.96,   23.45,  280.85
    7.96,   23.44,  280.89
    7.95,   23.44,  280.93
    7.93,   23.44,  280.96
    7.92,   23.43,  281.00
    7.91,   23.43,  281.04
    7.89,   23.43,  281.08
    7.87,   23.43,  281.11
    7.85,   23.42,  281.15
    7.83,   23.42,  281.19
    7.80,   23.42,  281.23
    7.78,   23.41,  281.27
    7.75,   23.41,  281.30
    7.72,   23.41,  281.34
    7.69,   23.40,  281.38
    7.66,   23.40,  281.42
    7.63,   23.40,  281.45
    7.59,   23.39,  281.49
    7.56,   23.39,  281.53
    7.52,   23.39,  281.57
    7.48,   23.38,  281.60
    7.44,   23.38,  281.64
    7.40,   23.38,  281.68
    7.36,   23.37,  281.72
    7.31,   23.37,  281.76
    7.27,   23.37,  281.79
    7.22,   23.36,  281.83
    7.18,   23.36,  281.87
    7.13,   23.36,  281.91
    7.08,   23.35,  281.94
    7.03,   23.35,  281.98
    6.98,   23.35,  282.02
    6.92,   23.34,  282.06
    6.87,   23.34,  282.09
    6.82,   23.34,  282.13
    6.76,   23.33,  282.17
    6.71,   23.33,  282.21
    6.65,   23.33,  282.25
    6.59,   23.32,  282.28
    6.54,   23.32,  282.32
    6.48,   23.31,  282.36
    6.42,   23.31,  282.40
    6.36,   23.31,  282.43
    6.30,   23.30,  282.47
    6.24,   23.30,  282.51
    6.18,   23.30,  282.55
    6.12,   23.29,  282.58
    6.06,   23.29,  282.62
    6.00,   23.29,  282.66
    5.94,   23.28,  282.70
    5.88,   23.28,  282.73
    5.82,   23.27,  282.77
    5.76,   23.27,  282.81
    5.70,   23.27,  282.85
    5.64,   23.26,  282.88
    5.58,   23.26,  282.92
    5.51,   23.25,  282.96
    5.45,   23.25,  283.00
    5.39,   23.25,  283.03
    5.33,   23.24,  283.07
    5.27,   23.24,  283.11
    5.21,   23.24,  283.15
    5.15,   23.23,  283.18
    5.09,   23.23,  283.22
    5.02,   23.22,  283.26
    4.96,   23.22,  283.30
    4.90,   23.22,  283.34
    4.84,   23.21,  283.37
    4.78,   23.21,  283.41
    4.72,   23.20,  283.45
    4.66,   23.20,  283.49
    4.60,   23.19,  283.52
    4.54,   23.19,  283.56
    4.48,   23.19,  283.60
    4.42,   23.18,  283.64
    4.36,   23.18,  283.67
    4.30,   23.17,  283.71
    4.25,   23.17,  283.75
    4.19,   23.17,  283.79
    4.13,   23.16,  283.82
    4.08,   23.16,  283.86
    4.02,   23.15,  283.90
    3.97,   23.15,  283.94
    3.91,   23.14,  283.97
    3.86,   23.14,  284.01
    3.81,   23.14,  284.05
    3.75,   23.13,  284.08
    3.70,   23.13,  284.12
    3.65,   23.12,  284.16
    3.60,   23.12,  284.20
    3.55,   23.11,  284.23
    3.50,   23.11,  284.27
    3.45,   23.10,  284.31
    2.52,   23.73,  275.96
    2.60,   23.73,  276.00
    2.63,   23.73,  276.04
    2.62,   23.73,  276.07
    2.61,   23.73,  276.11
    2.60,   23.72,  276.15
    2.59,   23.72,  276.19
    2.59,   23.72,  276.23
    2.59,   23.72,  276.26
    2.63,   23.72,  276.30
    2.64,   23.72,  276.34
    2.64,   23.72,  276.38
    2.63,   23.72,  276.42
    2.61,   23.72,  276.45
    2.59,   23.72,  276.49
    2.57,   23.71,  276.53
    2.55,   23.71,  276.57
    2.53,   23.71,  276.61
    2.51,   23.71,  276.64
    2.50,   23.71,  276.68
    2.48,   23.71,  276.72
    2.46,   23.71,  276.76
    2.44,   23.71,  276.80
    2.46,   23.70,  276.83
    2.51,   23.70,  276.87
    2.57,   23.70,  276.91
    2.62,   23.70,  276.95
    2.68,   23.70,  276.99
    2.74,   23.70,  277.02
    2.80,   23.70,  277.06
    2.86,   23.70,  277.10
    2.92,   23.69,  277.14
    2.98,   23.69,  277.18
    3.04,   23.69,  277.21
    3.11,   23.69,  277.25
    3.17,   23.69,  277.29
    3.23,   23.69,  277.33
    3.30,   23.69,  277.37
    3.36,   23.68,  277.40
    3.43,   23.68,  277.44
    3.50,   23.68,  277.48
    3.57,   23.68,  277.52
    3.63,   23.68,  277.56
    3.70,   23.68,  277.59
    3.77,   23.68,  277.63
    3.84,   23.67,  277.67
    3.91,   23.67,  277.71
    3.99,   23.67,  277.75
    4.06,   23.67,  277.78
    4.13,   23.67,  277.82
    4.20,   23.67,  277.86
    4.28,   23.66,  277.90
    4.35,   23.66,  277.94
    4.42,   23.66,  277.97
    4.50,   23.66,  278.01
    4.57,   23.66,  278.05
    4.65,   23.65,  278.09
    4.72,   23.65,  278.13
    4.80,   23.65,  278.16
    4.88,   23.65,  278.20
    4.95,   23.65,  278.24
    5.03,   23.65,  278.28
    5.10,   23.64,  278.32
    5.18,   23.64,  278.35
    5.25,   23.64,  278.39
    5.32,   23.64,  278.43
    5.40,   23.64,  278.47
    5.47,   23.63,  278.51
    5.55,   23.63,  278.54
    5.62,   23.63,  278.58
    5.69,   23.63,  278.62
    5.77,   23.63,  278.66
    5.84,   23.62,  278.70
    5.91,   23.62,  278.73
    5.98,   23.62,  278.77
    6.05,   23.62,  278.81
    6.12,   23.62,  278.85
    6.19,   23.61,  278.88
    6.26,   23.61,  278.92
    6.33,   23.61,  278.96
    6.40,   23.61,  279.00
    6.47,   23.61,  279.04
    6.54,   23.60,  279.07
    6.60,   23.60,  279.11
    6.67,   23.60,  279.15
    6.73,   23.60,  279.19
    6.80,   23.59,  279.23
    6.86,   23.59,  279.26
    6.92,   23.59,  279.30
    6.98,   23.59,  279.34
    7.04,   23.59,  279.38
    7.10,   23.58,  279.42
    7.16,   23.58,  279.45
    7.21,   23.58,  279.49
    7.27,   23.58,  279.53
    7.32,   23.57,  279.57
    7.37,   23.57,  279.60
    7.43,   23.57,  279.64
    7.48,   23.57,  279.68
    7.52,   23.56,  279.72
    7.57,   23.56,  279.76
    7.62,   23.56,  279.79
    7.66,   23.56,  279.83
    7.70,   23.55,  279.87
    7.74,   23.55,  279.91
    7.78,   23.55,  279.95
    7.82,   23.55,  279.98
    7.85,   23.54,  280.02
    7.89,   23.54,  280.06
    7.92,   23.54,  280.10
    7.95,   23.54,  280.13
    7.98,   23.53,  280.17
    8.00,   23.53,  280.21
    8.03,   23.53,  280.25
    8.05,   23.52,  280.29
    8.07,   23.52,  280.32
    8.09,   23.52,  280.36
    8.11,   23.52,  280.40
    8.12,   23.51,  280.44
    8.13,   23.51,  280.48
    8.14,   23.51,  280.51
    8.15,   23.50,  280.55
    8.16,   23.50,  280.59
    8.16,   23.50,  280.63
    8.17,   23.50,  280.66
    8.17,   23.49,  280.70
    8.17,   23.49,  280.74
    8.17,   23.49,  280.78
    8.16,   23.48,  280.82
    8.15,   23.48,  280.85
    8.15,   23.48,  280.89
    8.14,   23.48,  280.93
    8.12,   23.47,  280.97
    8.11,   23.47,  281.00
    8.09,   23.47,  281.04
    8.08,   23.46,  281.08
    8.06,   23.46,  281.12
    8.04,   23.46,  281.16
    8.01,   23.45,  281.19
    7.99,   23.45,  281.23
    7.96,   23.45,  281.27
    7.93,   23.44,  281.31
    7.90,   23.44,  281.34
    7.87,   23.44,  281.38
    7.84,   23.44,  281.42
    7.81,   23.43,  281.46
    7.77,   23.43,  281.50
    7.73,   23.43,  281.53
    7.69,   23.42,  281.57
    7.65,   23.42,  281.61
    7.61,   23.42,  281.65
    7.57,   23.41,  281.68
    7.53,   23.41,  281.72
    7.48,   23.41,  281.76
    7.43,   23.40,  281.80
    7.39,   23.40,  281.83
    7.34,   23.40,  281.87
    7.29,   23.39,  281.91
    7.24,   23.39,  281.95
    7.19,   23.38,  281.99
    7.13,   23.38,  282.02
    7.08,   23.38,  282.06
    7.02,   23.37,  282.10
    6.97,   23.37,  282.14
    6.91,   23.37,  282.17
    6.85,   23.36,  282.21
    6.80,   23.36,  282.25
    6.74,   23.36,  282.29
    6.68,   23.35,  282.32
    6.62,   23.35,  282.36
    6.56,   23.35,  282.40
    6.50,   23.34,  282.44
    6.44,   23.34,  282.47
    6.38,   23.33,  282.51
    6.32,   23.33,  282.55
    6.25,   23.33,  282.59
    6.19,   23.32,  282.63
    6.13,   23.32,  282.66
    6.07,   23.32,  282.70
    6.01,   23.31,  282.74
    5.94,   23.31,  282.78
    5.88,   23.30,  282.81
    5.82,   23.30,  282.85
    5.75,   23.30,  282.89
    5.69,   23.29,  282.93
    5.63,   23.29,  282.96
    5.57,   23.29,  283.00
    5.50,   23.28,  283.04
    5.44,   23.28,  283.08
    5.38,   23.27,  283.11
    5.31,   23.27,  283.15
    5.25,   23.27,  283.19
    5.19,   23.26,  283.23
    5.12,   23.26,  283.26
    5.06,   23.25,  283.30
    5.00,   23.25,  283.34
    4.94,   23.25,  283.38
    4.87,   23.24,  283.41
    4.81,   23.24,  283.45
    4.75,   23.23,  283.49
    4.69,   23.23,  283.53
    4.63,   23.23,  283.56
    4.56,   23.22,  283.60
    4.50,   23.22,  283.64
    4.44,   23.21,  283.68
    4.38,   23.21,  283.71
    4.33,   23.20,  283.75
    4.27,   23.20,  283.79
    4.21,   23.20,  283.83
    4.15,   23.19,  283.86
    4.09,   23.19,  283.90
    4.04,   23.18,  283.94
    3.98,   23.18,  283.98
    3.93,   23.17,  284.01
    3.87,   23.17,  284.05
